,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
25549,14746,38.0,4.7,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,15,4.8064751815411615
25550,12023,26.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,,37,21.05062911409595
25551,5804,38.0,4.2,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,33,21.050407513931372
25552,32323,37.0,4.6,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,21.54876504213952
25553,4592,39.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,2.4005889108728162
25554,27942,26.0,4.5,Sandstorms,High,0,Meal,motorcycle,1.0,No,,19,10.183849537082624
25555,37528,37.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Urban,16,13.154003528698775
25556,41590,26.0,4.7,Windy,Medium,1,Snack,motorcycle,0.0,No,Urban,29,9.65042202476133
25557,29463,30.0,4.7,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,30,7.823584998680441
25558,31252,25.0,4.5,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,2.5470223524753894
25559,23044,36.0,4.6,Cloudy,Jam,1,Snack,scooter,,No,Metropolitian,25,16.363844757764657
25560,35148,38.0,4.9,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,17,36.797238211469384
25561,106,31.0,4.8,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,13,14.95364723135929
25562,28341,31.0,4.5,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,39,31.136136932686078
25563,36970,36.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,20.76178775844989
25564,22007,,,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,19,12035.51347681772
25565,29339,20.0,4.7,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,29,36.797238211469384
25566,16826,20.0,5.0,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,13,35.30680615245143
25567,41787,32.0,4.7,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,8.182043479213789
25568,3729,31.0,4.6,Stormy,High,0,Snack,motorcycle,3.0,Yes,Metropolitian,47,10.525439442499573
25569,41289,38.0,4.7,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,24,28.935759996063663
25570,35387,26.0,4.8,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,24.43858829236141
25571,28984,34.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,15.459997768220035
25572,43395,22.0,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,19,19.813917054109016
25573,10799,23.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,29,16.299322304411515
25574,37400,32.0,4.9,Stormy,Low,2,Drinks,scooter,0.0,No,,27,27.40373061059497
25575,43839,35.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,5.262192660323816
25576,13780,30.0,4.0,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,32,13.583191299701152
25577,4840,30.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,34,7.639212248109306
25578,22973,21.0,4.7,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,10,7.556227951453142
25579,2159,23.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,18,35.70976247551299
25580,8266,33.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,20.74800173280027
25581,647,,,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,21,15.2766119645993
25582,43168,33.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,10.520870908801992
25583,19660,33.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,32.58785887965337
25584,8163,33.0,4.6,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,20,10.029982850511601
25585,10777,35.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,,29,2.493004078175231
25586,25547,39.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,34,7.318002077294348
25587,41513,36.0,4.6,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Urban,25,17.55582782641488
25588,17744,25.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,20,28.000573134278525
25589,10215,31.0,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,21,12.462600713209115
25590,34934,35.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,7.523338234748254
25591,32208,27.0,4.6,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,10.911551446274283
25592,36084,26.0,4.5,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,46,11.322241389964427
25593,19782,29.0,4.5,Windy,Low,2,Snack,motorcycle,1.0,No,,18,2.401688953369837
25594,26117,38.0,3.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,39,20.14474782463408
25595,25198,22.0,4.6,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Urban,12,13.585389898672583
25596,39098,25.0,4.8,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,23,2.5470223524753894
25597,8264,29.0,4.5,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,18,21.607920291470343
25598,11942,37.0,4.8,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,26,14.947608125376664
25599,2274,36.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,28.936261771634033
25600,45571,34.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,,26,5.456148919304423
25601,45015,37.0,4.8,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,29,4.878919403869895
25602,3102,30.0,4.9,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,35,10.910425651235652
25603,24377,21.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,33.88188367310256
25604,3053,26.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,7.777086023305001
25605,30874,23.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,19,13.574220641585287
25606,4897,27.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,12.960674313932007
25607,28662,37.0,4.8,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,15,16.983359290708307
25608,36660,23.0,4.6,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,12,12.959074443769225
25609,39850,28.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,31.205626045603452
25610,41970,35.0,4.9,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,40,12.004896231348864
25611,35241,26.0,,Stormy,Low,1,Buffet,motorcycle,0.0,,Urban,10,18.035331671654607
25612,30304,,,,,3,Drinks,electric_scooter,2.0,Yes,Metropolitian,49,25.475029507646852
25613,17463,37.0,4.8,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,27,2.747765556085484
25614,18835,36.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,,19,7.77919210089066
25615,5797,32.0,3.9,Windy,Jam,2,Meal,scooter,2.0,No,Metropolitian,43,25.418978728898267
25616,42651,22.0,4.8,Stormy,Medium,1,Snack,scooter,1.0,No,Urban,15,21.610935230750844
25617,9296,35.0,4.1,Cloudy,Jam,1,Snack,scooter,2.0,No,Metropolitian,49,35.71332619955223
25618,23884,20.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,,16,20.85299680576809
25619,22181,29.0,4.7,Fog,Medium,2,Buffet,motorcycle,0.0,No,Urban,12,7.477043449863065
25620,18372,32.0,4.5,Cloudy,High,2,Meal,motorcycle,1.0,No,Metropolitian,30,4.825558775306027
25621,35023,35.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,3.0,Yes,Metropolitian,49,32.59187417339067
25622,12326,36.0,4.8,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,12.970333343667802
25623,37533,39.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,2.0,Yes,Urban,51,18.41279073186822
25624,32725,28.0,4.6,Stormy,Low,2,Drinks,scooter,0.0,No,,17,5.661121254147949
25625,35707,25.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,7.783741437442325
25626,5862,35.0,4.0,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,42,25.475029507646852
25627,14076,37.0,4.4,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,8.243754695531564
25628,28950,30.0,5.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,16.294142551638867
25629,1840,29.0,4.4,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,38,11.322241389964427
25630,18157,,,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,48,8948.970911385797
25631,28636,26.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,19.937270907852223
25632,25535,31.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,11,2.7277476372857743
25633,27887,27.0,4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,12,13.029621822750045
25634,41663,36.0,4.4,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,36,22.432991717424837
25635,24438,33.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,8.182758481955796
25636,6468,39.0,4.3,Stormy,Medium,1,Buffet,scooter,2.0,No,Metropolitian,34,20.145525777734168
25637,44029,24.0,4.9,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,23,33.62343571723603
25638,44009,25.0,4.9,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Urban,24,31.136136932686078
25639,43623,28.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,33.08450543444768
25640,21763,31.0,3.7,Fog,Low,1,Buffet,scooter,2.0,No,Urban,39,36.797238211469384
25641,34199,38.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,28,2.7279851070841454
25642,37663,24.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20.748973581194157
25643,21228,30.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,5.661121254147949
25644,18350,30.0,4.8,Sandstorms,Low,2,Meal,scooter,0.0,No,Urban,17,24.42900809503582
25645,39294,38.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,5.4336786299616255
25646,33993,24.0,4.9,Sandstorms,High,2,Snack,scooter,1.0,No,Urban,21,5.495384758339459
25647,13622,32.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,,25,2.7175907927771115
25648,39818,28.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,21,18.490974044903737
25649,7500,21.0,4.7,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,22,8.49168153096395
25650,24110,24.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,19.206357170348255
25651,4796,,,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,17,5.661121254147949
25652,7947,30.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,28,7.487618513649541
25653,31814,31.0,4.9,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,15.641524085495808
25654,2321,21.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,21,22.91187860865996
25655,21894,34.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,52,22.913966663749058
25656,43398,,,,,3,Drinks,bicycle,1.0,No,,31,21.60586070825978
25657,28238,38.0,4.6,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,24,13.153883737765064
25658,13393,38.0,4.5,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,24.452828183959436
25659,39473,39.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,28,19.813917054109016
25660,29137,37.0,5.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,31,27.695018086879607
25661,21674,26.0,5.0,Stormy,Medium,2,Buffet,scooter,1.0,No,Urban,28,15.784164579022567
25662,41949,20.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,28.004026949581416
25663,29658,24.0,5.0,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,43,35.89922603139486
25664,17023,21.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,10,10.368993825930904
25665,40401,24.0,5.0,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,18,21.736841723020433
25666,32568,39.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,7.525323311859119
25667,16085,36.0,4.1,Sandstorms,High,2,Meal,scooter,1.0,No,Metropolitian,32,5.2139820730658295
25668,45212,20.0,4.6,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,21,28.93150055017033
25669,4948,36.0,5.0,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,19,9.970103986609287
25670,11382,34.0,5.0,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17,10.869698286239947
25671,16069,28.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,20,12.54031626783439
25672,6072,,,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,15.460123782255023
25673,33475,,,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,11,8.284445445990595
25674,44492,34.0,4.1,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,38,26.334208233963853
25675,25901,31.0,4.9,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,42,21.61184638428475
25676,36467,21.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,12.971770314386651
25677,23132,21.0,4.7,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,29,10.911551446274283
25678,12692,38.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,33.88775848607642
25679,283,21.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,,21,22.914551982083466
25680,7986,37.0,4.5,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,40,22.61370112501606
25681,13283,35.0,4.9,Sandstorms,High,1,Buffet,motorcycle,0.0,No,Urban,29,5.215153086859004
25682,6146,36.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,17.82543981528144
25683,12322,28.0,4.9,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,12,5.495425379598152
25684,34193,34.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,33,17.552470792634256
25685,42971,22.0,4.6,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,13,8.243457070548702
25686,36147,31.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,22.644473839635083
25687,6092,37.0,4.1,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,36,22.609402193581186
25688,25214,22.0,4.8,Sandstorms,High,1,Snack,motorcycle,0.0,No,Urban,15,10.185150210920881
25689,1379,33.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,2.4964189658476927
25690,15907,23.0,4.9,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,4.804253310171588
25691,6765,26.0,4.7,Stormy,High,1,Drinks,scooter,0.0,No,Metropolitian,26,5.661121254147949
25692,20210,21.0,4.8,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,18.244740382196564
25693,1053,22.0,5.0,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,15,22.644473839635083
25694,21223,22.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,25.42570285775719
25695,35667,37.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,16.4844065999603
25696,6629,39.0,4.8,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,18,8.182759983590522
25697,8714,36.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,5.435861855165569
25698,15811,39.0,5.0,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,2.830560695427386
25699,30291,24.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,24,21.82242571781089
25700,35447,20.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,No,Urban,14,17.437995057156943
25701,35417,23.0,5.0,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,10.863489698209918
25702,37090,30.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,19,15.278531583174559
25703,43686,31.0,3.8,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,31,22.910795797593494
25704,40070,33.0,4.5,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,30,2.7169864163376523
25705,43834,30.0,4.5,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,28,21.723790385229236
25706,5035,29.0,4.8,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,22,15.048409014246454
25707,1425,27.0,4.6,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Urban,27,12.592480467242193
25708,20726,30.0,4.5,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,9.651160197608817
25709,5928,39.0,4.9,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,23.460695838711338
25710,27628,35.0,4.3,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,32,12.592779793310557
25711,6973,22.0,4.5,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,23,7.895624379318307
25712,30696,22.0,4.7,Sandstorms,High,1,Meal,motorcycle,0.0,No,Urban,10,2.5467026145666343
25713,21399,28.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,35.70976247551299
25714,3119,34.0,5.0,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,19.813917054109016
25715,8729,28.0,4.3,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,37,29.996328327194465
25716,34788,38.0,4.4,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,35,26.40436903089996
25717,541,29.0,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,12.54096260055835
25718,12154,36.0,4.2,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,32,10.867273952720558
25719,18249,23.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,13,5.037690756454888
25720,27846,33.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,2.492637917225076
25721,17905,36.0,4.4,Cloudy,Jam,1,Meal,motorcycle,2.0,Yes,Metropolitian,45,32.58472795539725
25722,28049,,,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,18.419852287711876
25723,6020,39.0,4.8,Fog,Medium,1,Buffet,scooter,0.0,No,Urban,17,7965.218635049682
25724,26012,37.0,4.9,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,35.29123991940826
25725,34093,21.0,4.6,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,17,29.998504262864365
25726,13415,22.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,31.205626045603452
25727,28547,34.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,20.14506465189697
25728,17570,29.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,15,2.7169864163376523
25729,31518,24.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,25.475029507646852
25730,38682,22.0,4.6,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,36,33.088372340583945
25731,866,25.0,4.9,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,20,9.970877992613174
25732,1192,38.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Urban,16,5.037678688038225
25733,26060,36.0,4.5,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,24.724274030171067
25734,29352,28.0,4.9,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,26,20.367076921682347
25735,9012,35.0,4.7,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,27,5.661121254147949
25736,14097,50.0,6.0,,,3,Meal,scooter,0.0,No,Urban,15,13.637060379800923
25737,28828,25.0,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,5.455232759167557
25738,40849,27.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,10,13.035639031234563
25739,32295,28.0,4.6,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,23,35.70946305657864
25740,41836,24.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,21.7315944934853
25741,37956,28.0,3.4,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,31,24.429831435514586
25742,41152,35.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15,21.050407513931372
25743,18175,22.0,4.9,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37,10.431003028457399
25744,10564,38.0,5.0,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,41,34.69683648500015
25745,6474,36.0,4.0,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,33,13.156404272049551
25746,9319,39.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,42,32.156388355587346
25747,27730,24.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Urban,10,2.747709683437457
25748,40264,25.0,4.3,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,34,30.220665398750103
25749,28133,24.0,4.7,Sandstorms,Jam,2,Meal,scooter,0.0,No,Urban,11,16.484395255082728
25750,30782,29.0,4.9,Windy,Low,1,Drinks,scooter,0.0,No,Urban,17,2.830560695427386
25751,34720,38.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,21,31.136136932686078
25752,10118,22.0,4.1,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,33,14.632814429819124
25753,25962,20.0,4.3,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,31,22.661730154205532
25754,44565,20.0,4.7,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,2.715651257457147
25755,44584,34.0,4.2,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,39,10.86375332833968
25756,45552,27.0,4.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,14.416838441146927
25757,44873,37.0,4.5,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,21,10.90906774509256
25758,7962,25.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,17.82365793880987
25759,15412,30.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,29,15.563090983055728
25760,38630,22.0,4.9,Sunny,High,2,Drinks,motorcycle,1.0,No,Urban,18,2.5772089831702574
25761,23565,25.0,4.9,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,26,10.526907204323695
25762,32607,37.0,5.0,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,7.821241439172841
25763,18289,37.0,4.9,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,38,16.807984772288258
25764,29540,32.0,5.0,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,28,12.194583985507384
25765,10904,36.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,21.640374621882835
25766,17545,35.0,5.0,Sandstorms,High,0,Snack,motorcycle,2.0,No,Metropolitian,49,10.036426943202356
25767,16718,20.0,4.7,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,18.414112108076832
25768,13166,33.0,3.7,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,39,29.995765080475415
25769,31225,38.0,4.8,Fog,Medium,2,Snack,electric_scooter,0.0,No,Urban,16,14.957591699539874
25770,13284,27.0,4.9,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,24,22.911176569681587
25771,20263,22.0,4.5,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Urban,15,7.556407510350724
25772,21873,36.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,54,19.20630659987402
25773,19823,24.0,4.9,Stormy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,24,15.645439759697128
25774,29111,21.0,4.8,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,28,15.571341847461474
25775,38371,33.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,31,5.015927905215793
25776,35832,22.0,4.6,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,18,27.576151286882897
25777,3059,37.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,39,27.696022746899025
25778,37986,29.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,17,5.454402119792561
25779,9556,34.0,4.5,Sunny,Medium,1,Meal,motorcycle,1.0,No,Urban,16,28.541232078908003
25780,19317,37.0,4.7,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,27,29.36775123640208
25781,31159,34.0,4.6,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,27,7.775954437381611
25782,7462,,,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,12,4.625262318736995
25783,6714,28.0,4.7,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,15,4.8064751815411615
25784,13167,26.0,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,20,26.404438568576527
25785,3640,26.0,4.5,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,12.970333343667802
25786,25078,33.0,3.5,Stormy,Medium,1,Drinks,motorcycle,2.0,No,Metropolitian,38,28.671697818985045
25787,28187,36.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,22.563698499004158
25788,33552,25.0,4.9,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,20,35.2880238168912
25789,5445,24.0,4.4,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,43,21.979417356133606
25790,38942,22.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,26,29.8769762839353
25791,23587,,,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,28.000573134278525
25792,30799,30.0,4.1,Sunny,Jam,0,Snack,motorcycle,,No,Metropolitian,33,19.934062381773533
25793,6043,30.0,4.4,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,36,5.212549914449603
25794,17122,32.0,5.0,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,39,33.88350077888939
25795,42743,26.0,4.0,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,32,17.821045871500058
